parent	category	uri	wiki
	fr:galettes-campinoises	/category/fr:galettes-campinoises	
	fr:creme-pieds	/category/fr:creme-pieds	
	food-to-drink	/category/food-to-drink	
	fr:special-sandwich	/category/fr:special-sandwich	
	fr:poudre-pour-boisson	/category/fr:poudre-pour-boisson	
	hu:food	/category/hu:food	
	fr:aliments-a-base-de-vegetaux-et-de-legumes	/category/fr:aliments-a-base-de-vegetaux-et-de-legumes	
	de:mozartkugeln	/category/de:mozartkugeln	
	hu:sutőpor	/category/hu:sut%C5%91por	
	fr:pains-melon	/category/fr:pains-melon	
	sv:nikotin	/category/sv:nikotin	
	fr:lotion-perferctrice-eclat-aux-extraits-de-framboise	/category/fr:lotion-perferctrice-eclat-aux-extraits-de-framboise	
	fr:shampooing	/category/fr:shampooing	
	fr:donburi	/category/fr:donburi	
	fr:aliments-chat	/category/fr:aliments-chat	
	free-range	/category/free-range	
	fr:miel-belge	/category/fr:miel-belge	
	ru:чеснок-свежий	/category/ru:%D1%87%D0%B5%D1%81%D0%BD%D0%BE%D0%BA-%D1%81%D0%B2%D0%B5%D0%B6%D0%B8%D0%B9	
	sugared-beverages	/category/sugared-beverages	
	fr:liquide-vaisselle	/category/fr:liquide-vaisselle	
	fr:the-aux-fruits-rouges	/category/fr:the-aux-fruits-rouges	
	es:gofio-de-millo	/category/es:gofio-de-millo	
	Gofio	/category/gofio	Q1412378
	drink-food	/category/drink-food	
	fr:jus-de-pommes-pur-jus-petillant	/category/fr:jus-de-pommes-pur-jus-petillant	
	dairy-cheese	/category/dairy-cheese	
	fr:fibre-alimentaire-pour-le-transit	/category/fr:fibre-alimentaire-pour-le-transit	
	es:pan-horneado-de-dia	/category/es:pan-horneado-de-dia	
	es:postres-con-horchata-de-chufa	/category/es:postres-con-horchata-de-chufa	
	de:eintopf	/category/de:eintopf	
	fr:boisson-aperitive	/category/fr:boisson-aperitive	
	ro:tocana-de-legume	/category/ro:tocana-de-legume	
	es:biscotes-integrales	/category/es:biscotes-integrales	
	ro:branza-framantata	/category/ro:branza-framantata	
	fr:maltodextrine	/category/fr:maltodextrine	
	fr:dextrose	/category/fr:dextrose	
	de:kakaohaltig	/category/de:kakaohaltig	
	sl:mlečni-izdelek	/category/sl:mle%C4%8Dni-izdelek	
	es:tarta-helada	/category/es:tarta-helada	
	de:butterkase	/category/de:butterkase	
	nutritional-bar	/category/nutritional-bar	
	fr:the-aux-fruits-tropicaux-et-aux-fleurs	/category/fr:the-aux-fruits-tropicaux-et-aux-fleurs	
	fr:miel-italien	/category/fr:miel-italien	
	fr:huitres-creuses	/category/fr:huitres-creuses	
	fr:soupes-a-la-framboise	/category/fr:soupes-a-la-framboise	
	fr:barres-nougat-enrobees	/category/fr:barres-nougat-enrobees	
	clementinas-online	/category/clementinas-online	
	mandarinas-ecologicas	/category/mandarinas-ecologicas	
	ro:caș-de-vacă	/category/ro:ca%C8%99-de-vac%C4%83	
	valencia	/category/valencia	
	sanguinelli	/category/sanguinelli	
	fruta-ecologica	/category/fruta-ecologica	
	fr:terrine-de-chapon	/category/fr:terrine-de-chapon	
	de:torte	/category/de:torte	
	fr:coloration	/category/fr:coloration	
	ro:salata-vinete	/category/ro:salata-vinete	
	sv:lactose-free	/category/sv:lactose-free	
	tobacco	/category/tobacco	
	fr:huiles-vierges-de-colza	/category/fr:huiles-vierges-de-colza	
	fr:test	/category/fr:test	
	it:yogurt-greco-al-mirtillo	/category/it:yogurt-greco-al-mirtillo	
	ro:apa-cu-arome	/category/ro:apa-cu-arome	
	fr:adoucissant	/category/fr:adoucissant	
	fr:lait-corporel	/category/fr:lait-corporel	
	fr:Griotte-Chambertin	/category/fr:griotte-chambertin	Q3116771
	it:valpolicella	/category/it:valpolicella	
	fr:paleta-de-leche-y-almendras	/category/fr:paleta-de-leche-y-almendras	
	date-honey	/category/date-honey	
	fr:chocolat-poudre	/category/fr:chocolat-poudre	
	飲料	/category/%E9%A3%B2%E6%96%99	
	de:kasespatzle	/category/de:kasespatzle	
	Beluga caviar	/category/beluga-caviar	Q4518649
	fr:cote-du-jura	/category/fr:cote-du-jura	
	fr:champignons-deshidrates	/category/fr:champignons-deshidrates	
	ru:рулет-бисквитный-с-кремом-и-фруктово-ягодной-начинкой-черника	/category/ru:%D1%80%D1%83%D0%BB%D0%B5%D1%82-%D0%B1%D0%B8%D1%81%D0%BA%D0%B2%D0%B8%D1%82%D0%BD%D1%8B%D0%B9-%D1%81-%D0%BA%D1%80%D0%B5%D0%BC%D0%BE%D0%BC-%D0%B8-%D1%84%D1%80%D1%83%D0%BA%D1%82%D0%BE%D0%B2%D0%BE-%D1%8F%D0%B3%D0%BE%D0%B4%D0%BD%D0%BE%D0%B9-%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BA%D0%BE%D0%B9-%D1%87%D0%B5%D1%80%D0%BD%D0%B8%D0%BA%D0%B0	
	ru:масло-сливочное-несоленое-массовая-доля-жира-82-5-гост-р-52253-2004	/category/ru:%D0%BC%D0%B0%D1%81%D0%BB%D0%BE-%D1%81%D0%BB%D0%B8%D0%B2%D0%BE%D1%87%D0%BD%D0%BE%D0%B5-%D0%BD%D0%B5%D1%81%D0%BE%D0%BB%D0%B5%D0%BD%D0%BE%D0%B5-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%B2%D0%B0%D1%8F-%D0%B4%D0%BE%D0%BB%D1%8F-%D0%B6%D0%B8%D1%80%D0%B0-82-5-%D0%B3%D0%BE%D1%81%D1%82-%D1%80-52253-2004	
	ru:молоко-питьевое-ультрапастеризованное-с-массоой-долей-жира-3-2-гост-31450-2013	/category/ru:%D0%BC%D0%BE%D0%BB%D0%BE%D0%BA%D0%BE-%D0%BF%D0%B8%D1%82%D1%8C%D0%B5%D0%B2%D0%BE%D0%B5-%D1%83%D0%BB%D1%8C%D1%82%D1%80%D0%B0%D0%BF%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B8%D0%B7%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%BE%D0%B5-%D1%81-%D0%BC%D0%B0%D1%81%D1%81%D0%BE%D0%BE%D0%B9-%D0%B4%D0%BE%D0%BB%D0%B5%D0%B9-%D0%B6%D0%B8%D1%80%D0%B0-3-2-%D0%B3%D0%BE%D1%81%D1%82-31450-2013	
	fr:biere-de-noel	/category/fr:biere-de-noel	
	ru:икра-из-кабачков-экстра	/category/ru:%D0%B8%D0%BA%D1%80%D0%B0-%D0%B8%D0%B7-%D0%BA%D0%B0%D0%B1%D0%B0%D1%87%D0%BA%D0%BE%D0%B2-%D1%8D%D0%BA%D1%81%D1%82%D1%80%D0%B0	
	gluhwein	/category/gluhwein	
	fr:papier-wc	/category/fr:papier-wc	
	fr:fromages-de-bulgarie	/category/fr:fromages-de-bulgarie	
	de:rostkaffee-gemahlen-vakuumverpackt	/category/de:rostkaffee-gemahlen-vakuumverpackt	
	es:queso-rallado	/category/es:queso-rallado	
	fr:cosmetique-bio-peaux-sensibles	/category/fr:cosmetique-bio-peaux-sensibles	
	de:deodorant	/category/de:deodorant	
	fresh-pasta-salad	/category/fresh-pasta-salad	
	zh:22	/category/zh:22	
	fr:assortiments-de-fruits-secs	/category/fr:assortiments-de-fruits-secs	
	de:kartoffelknodel	/category/de:kartoffelknodel	
	fr:animaux	/category/fr:animaux	
	fr:xanthan-gum	/category/fr:xanthan-gum	
	fr:triethyl-citrate	/category/fr:triethyl-citrate	
	fr:punica-granatum-fruit-juice	/category/fr:punica-granatum-fruit-juice	
	fr:linalool	/category/fr:linalool	
	fr:limonene	/category/fr:limonene	
	fr:hamamelis-virginiana-witch-hazel-distillate	/category/fr:hamamelis-virginiana-witch-hazel-distillate	
	fr:glycyrrhiza-glabra-licorice-root-extract	/category/fr:glycyrrhiza-glabra-licorice-root-extract	
	fr:eugenol	/category/fr:eugenol	
	fr:coumarin	/category/fr:coumarin	
	fr:benzyl-benzoate	/category/fr:benzyl-benzoate	
	fr:salades-au-poulet	/category/fr:salades-au-poulet	
	nl:koek	/category/nl:koek	
	ro:inghețată	/category/ro:inghe%C8%9Bat%C4%83	
	fr:nougats-a-l-orange	/category/fr:nougats-a-l-orange	
	fr:yaourt-brasse-yaourt-aux-fruits	/category/fr:yaourt-brasse-yaourt-aux-fruits	
	fr:yaourt-aux-fruits-yaourts-brasses	/category/fr:yaourt-aux-fruits-yaourts-brasses	
	ro:baton-ciocolată	/category/ro:baton-ciocolat%C4%83	
	hu:leves	/category/hu:leves	
	fr:creme-fraiche-epaisse-au-lait-de-vache	/category/fr:creme-fraiche-epaisse-au-lait-de-vache	
	pt:farmacia	/category/pt:farmacia	
	fr:petit-pain	/category/fr:petit-pain	
	fr:cava	/category/fr:cava	
	хляб	/category/%D1%85%D0%BB%D1%8F%D0%B1	
	fr:noel	/category/fr:noel	
	hr:začin	/category/hr:za%C4%8Din	
	nl:speculaastaaf	/category/nl:speculaastaaf	
	Panko	/category/panko	Q1820454
	fr:beurre-frais	/category/fr:beurre-frais	
	fr:150	/category/fr:150	
	fr:sandwichs-au-salami	/category/fr:sandwichs-au-salami	
	fr:sandwichs-au-fromage-d-italie	/category/fr:sandwichs-au-fromage-d-italie	
	fr:yaourt-aux-stanols-vegetaux	/category/fr:yaourt-aux-stanols-vegetaux	
	fr:papiers-toilettes	/category/fr:papiers-toilettes	
	fr:savonnette	/category/fr:savonnette	
	fr:tenebrions	/category/fr:tenebrions	
	fr:biscuits-et-delices	/category/fr:biscuits-et-delices	
	fr:sauces-relish	/category/fr:sauces-relish	
	fr:piment-de-table	/category/fr:piment-de-table	
	jasmine-tea	/category/jasmine-tea	
	fr:produit-vegetarien-a-tartiner	/category/fr:produit-vegetarien-a-tartiner	
	fr:melange-apero	/category/fr:melange-apero	
	es:nopales-en-escabeche	/category/es:nopales-en-escabeche	
	es:coles-en-salmuera	/category/es:coles-en-salmuera	
	it:minestrone	/category/it:minestrone	
	it:frutta-e-verdura	/category/it:frutta-e-verdura	
	fr:legumes-de-la-mer	/category/fr:legumes-de-la-mer	
	de:sussspeise	/category/de:sussspeise	
	fr:sante-nature	/category/fr:sante-nature	
	fr:croutons-natures	/category/fr:croutons-natures	
	pt:clasico	/category/pt:clasico	
	de:schokolade-crunchy-mandel	/category/de:schokolade-crunchy-mandel	
	ru:крекер-сухое-печенье-классический	/category/ru:%D0%BA%D1%80%D0%B5%D0%BA%D0%B5%D1%80-%D1%81%D1%83%D1%85%D0%BE%D0%B5-%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%D0%B5-%D0%BA%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9	
	sv:surkal	/category/sv:surkal	
	fr:margarina-de-sabor	/category/fr:margarina-de-sabor	
	de:griessknodel	/category/de:griessknodel	
	fr:huile-de-de-coton-rafinee	/category/fr:huile-de-de-coton-rafinee	
	it:ciocolata	/category/it:ciocolata	
	es:gelatinas-de-leche	/category/es:gelatinas-de-leche	
	es:lala	/category/es:lala	
	es:agua-ionisada	/category/es:agua-ionisada	
	fr:pays	/category/fr:pays	
	ru:хлебцы-мультизлаковые	/category/ru:%D1%85%D0%BB%D0%B5%D0%B1%D1%86%D1%8B-%D0%BC%D1%83%D0%BB%D1%8C%D1%82%D0%B8%D0%B7%D0%BB%D0%B0%D0%BA%D0%BE%D0%B2%D1%8B%D0%B5	
	de:tuhnfisch	/category/de:tuhnfisch	
	fr:entremet-remplaceur-de-repas	/category/fr:entremet-remplaceur-de-repas	
	ru:перец-душистый	/category/ru:%D0%BF%D0%B5%D1%80%D0%B5%D1%86-%D0%B4%D1%83%D1%88%D0%B8%D1%81%D1%82%D1%8B%D0%B9	
	es:salsichas-tipo-frankfurt	/category/es:salsichas-tipo-frankfurt	
	fr:miels-de-carotte	/category/fr:miels-de-carotte	
	fr:chocolat-au-cacao-cru	/category/fr:chocolat-au-cacao-cru	
	lapte-condensat	/category/lapte-condensat	
	fr:conserve-de-poisson-thon	/category/fr:conserve-de-poisson-thon	
	de:muskatblute	/category/de:muskatblute	
	ca:arros	/category/ca:arros	
	fr:yaourt-au-lait-de-coco	/category/fr:yaourt-au-lait-de-coco	
	fr:brasse-fraise	/category/fr:brasse-fraise	
	ro:tablete	/category/ro:tablete	
	de:aufbackwahre	/category/de:aufbackwahre	
	de:handtucher	/category/de:handtucher	
	fr:acool	/category/fr:acool	
	ro:suc-de-roșii	/category/ro:suc-de-ro%C8%99ii	
	fr:soupes-de-poireaux-et-pommes-de-terre	/category/fr:soupes-de-poireaux-et-pommes-de-terre	
	fr:coeur-de-celeri	/category/fr:coeur-de-celeri	
	es:alimentacion-infantil	/category/es:alimentacion-infantil	
	dark-chocolate-coated-banana-chips	/category/dark-chocolate-coated-banana-chips	
	fr:semoule-grosse-de-ble-dur	/category/fr:semoule-grosse-de-ble-dur	
	fr:pefc	/category/fr:pefc	
	es:sazonador-liquido	/category/es:sazonador-liquido	
	ru:мягкие-вафли	/category/ru:%D0%BC%D1%8F%D0%B3%D0%BA%D0%B8%D0%B5-%D0%B2%D0%B0%D1%84%D0%BB%D0%B8	
	es:yogures-de-sabores-origen-de-los-ingredientes-mex	/category/es:yogures-de-sabores-origen-de-los-ingredientes-mex	
	fr:nourriture-gourmandise	/category/fr:nourriture-gourmandise	
	fr:edulcorer	/category/fr:edulcorer	
	de:fertiggerichte-pizza	/category/de:fertiggerichte-pizza	
	sheese	/category/sheese	
	fr:riz-parfume-jasmin	/category/fr:riz-parfume-jasmin	
	de:kaffee-gemahlen	/category/de:kaffee-gemahlen	
	fr:cuisses-de-poulet-fermier	/category/fr:cuisses-de-poulet-fermier	
	es:helados-de-palo-de-chocolate-blanco	/category/es:helados-de-palo-de-chocolate-blanco	
	fr:capellini-de-ble-dur	/category/fr:capellini-de-ble-dur	
	ru:сладости-восточные	/category/ru:%D1%81%D0%BB%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D0%B8-%D0%B2%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B5	
	fr:specialites-vegetariennes	/category/fr:specialites-vegetariennes	
	wafle	/category/wafle	
	nl:zout	/category/nl:zout	
	es:embotits	/category/es:embotits	
	fr:leche-de-fresa	/category/fr:leche-de-fresa	
	es:leche-pina-coco	/category/es:leche-pina-coco	
	ro:panificație	/category/ro:panifica%C8%9Bie	
	ro:cicolată-de-casă	/category/ro:cicolat%C4%83-de-cas%C4%83	
	sv:kokos	/category/sv:kokos	
	sv:kikartor	/category/sv:kikartor	
	sv:mandel	/category/sv:mandel	
	es:bruschette	/category/es:bruschette	
	fr:bretzels-d-epeautre-a-l-huile-d-olive	/category/fr:bretzels-d-epeautre-a-l-huile-d-olive	
	fr:bretzels-d-epeautre	/category/fr:bretzels-d-epeautre	
	buiscuit	/category/buiscuit	
	ro:crenvurști	/category/ro:crenvur%C8%99ti	
	fr:panettone-glace	/category/fr:panettone-glace	
	ro:biscuiți-simpli	/category/ro:biscui%C8%9Bi-simpli	
	es:salsa-inglesa	/category/es:salsa-inglesa	
	es:salsas-chipotles	/category/es:salsas-chipotles	
	sv:mejeri	/category/sv:mejeri	
	es:salsa-botanera	/category/es:salsa-botanera	
	es:salsa-en-polvo	/category/es:salsa-en-polvo	
	es:producto-de-origen-vegetal	/category/es:producto-de-origen-vegetal	
	es:adobos	/category/es:adobos	
	es:producto-de-origen-vegetak	/category/es:producto-de-origen-vegetak	
	es:la-costena	/category/es:la-costena	
	peppermint-bark	/category/peppermint-bark	
	dark-chocolate-with-mint	/category/dark-chocolate-with-mint	
	es:conservas-vegetales	/category/es:conservas-vegetales	
	fr:madeleines-chocolat-noisette	/category/fr:madeleines-chocolat-noisette	
	es:zanahoras-en-escabeche	/category/es:zanahoras-en-escabeche	
	es:chiles-jalapenos	/category/es:chiles-jalapenos	
	fr:friterie	/category/fr:friterie	
	es:pimientos-morrones	/category/es:pimientos-morrones	
	es:sucedaneos-de-caviar	/category/es:sucedaneos-de-caviar	
	it:sciroppo	/category/it:sciroppo	
	cha	/category/cha	
	it:brioche-al-cioccolato	/category/it:brioche-al-cioccolato	
	fr:sauces-a-la-truffe-noire	/category/fr:sauces-a-la-truffe-noire	
	fr:gateaux-fourres-creme-pralinee	/category/fr:gateaux-fourres-creme-pralinee	
	es:sopa-de-crema	/category/es:sopa-de-crema	
	es:crema-de-brocoli	/category/es:crema-de-brocoli	
	de:wurstersatz	/category/de:wurstersatz	
	collagen	/category/collagen	
	es:sopa-crema	/category/es:sopa-crema	
	es:crema-queso	/category/es:crema-queso	
	es:crema-champinones	/category/es:crema-champinones	
	es:crema-con-brocoli-con-queso	/category/es:crema-con-brocoli-con-queso	
	ca:fiambre	/category/ca:fiambre	
	fr:beignets-fourres-a-la-pomme	/category/fr:beignets-fourres-a-la-pomme	
	de:multifruchtsafteaus-konzentrat	/category/de:multifruchtsafteaus-konzentrat	
	fr:fromages-d-ile-de-france	/category/fr:fromages-d-ile-de-france	
	fr:whey	/category/fr:whey	
	fr:viande-emballe	/category/fr:viande-emballe	
	es:arroz-instantaneo	/category/es:arroz-instantaneo	
	es:sasonador	/category/es:sasonador	
	es:abulon	/category/es:abulon	
	fr:boisson-gazeuse-a-l-arome-de-pomme	/category/fr:boisson-gazeuse-a-l-arome-de-pomme	
	es:almejas	/category/es:almejas	
	fr:billes-de-fromage	/category/fr:billes-de-fromage	
	is:tablette-de-chocolat	/category/is:tablette-de-chocolat	
	fr:haddo	/category/fr:haddo	
	fr:filets-d-esturgeons-au-vin-blanc	/category/fr:filets-d-esturgeons-au-vin-blanc	
	fr:categories-conserves	/category/fr:categories-conserves	
	fr:boissons-jus	/category/fr:boissons-jus	
	de:gemusezubereitung	/category/de:gemusezubereitung	
	ro:urdă	/category/ro:urd%C4%83	
	fr:sans-nitrites	/category/fr:sans-nitrites	
	fr:jambon-superieur-nature-biologique	/category/fr:jambon-superieur-nature-biologique	
	de:wiener-wurstchen	/category/de:wiener-wurstchen	
	nl:provolone	/category/nl:provolone	
	es:sopas-instantantes	/category/es:sopas-instantantes	
	fr:fromages-en-tranche-a-pate-mi-dure	/category/fr:fromages-en-tranche-a-pate-mi-dure	
	ja:ココア飲料	/category/ja:%E3%82%B3%E3%82%B3%E3%82%A2%E9%A3%B2%E6%96%99	
	ca:carn-blanca	/category/ca:carn-blanca	
	es:polvo-para-hornear	/category/es:polvo-para-hornear	
	es:crema-de-avellana	/category/es:crema-de-avellana	
	es:semillas-de-quinoa	/category/es:semillas-de-quinoa	
	es:pasta-de-harina-de-maiz	/category/es:pasta-de-harina-de-maiz	
	es:frutos-deshidratados	/category/es:frutos-deshidratados	
	organic-carrots	/category/organic-carrots	
	sq:india-pale-ale	/category/sq:india-pale-ale	
	fr:chocolats-noirs-crus	/category/fr:chocolats-noirs-crus	
	fr:fr-22-325-003-ce	/category/fr:fr-22-325-003-ce	
	de:seegrass	/category/de:seegrass	
	de:japan-suppen-marinade	/category/de:japan-suppen-marinade	
	fr:legumes-pour-pot-au-feu	/category/fr:legumes-pour-pot-au-feu	
	fr:sucreries-chocolats	/category/fr:sucreries-chocolats	
	fr:alcool-bieres	/category/fr:alcool-bieres	
	fr:Sauces bordelaises	/category/fr:sauces-bordelaises	
	es:precocidos	/category/es:precocidos	
	fr:glace-a-la-panettone	/category/fr:glace-a-la-panettone	
	fr:saumons-marines	/category/fr:saumons-marines	
	fr:bierre	/category/fr:bierre	
	fr:80-avenue-de-rodez-12450-la-primaube	/category/fr:80-avenue-de-rodez-12450-la-primaube	
	pl:sałatka	/category/pl:sa%C5%82atka	
	es:0-azucares-anadidos	/category/es:0-azucares-anadidos	
	es:tomatillos	/category/es:tomatillos	
	de:kosmetik	/category/de:kosmetik	
	fr:sauces-froide	/category/fr:sauces-froide	
	fr:epinards-haches-a-la-creme	/category/fr:epinards-haches-a-la-creme	
	fr:vinaigre-colore	/category/fr:vinaigre-colore	
	ru:хлопья-овсяные-из-целой-крупы	/category/ru:%D1%85%D0%BB%D0%BE%D0%BF%D1%8C%D1%8F-%D0%BE%D0%B2%D1%81%D1%8F%D0%BD%D1%8B%D0%B5-%D0%B8%D0%B7-%D1%86%D0%B5%D0%BB%D0%BE%D0%B9-%D0%BA%D1%80%D1%83%D0%BF%D1%8B	
	fr:aceite-de-cacahuate	/category/fr:aceite-de-cacahuate	
	fr:manteca-vegetal	/category/fr:manteca-vegetal	
	de:sport	/category/de:sport	
	de:protein	/category/de:protein	
	fr:biscuits-sables-sans-gluter	/category/fr:biscuits-sables-sans-gluter	
	de:kokosnuss-chips	/category/de:kokosnuss-chips	
	fr:biscuits-sables-sans-gluten-sans-lactose	/category/fr:biscuits-sables-sans-gluten-sans-lactose	
	es:grasa-vegetal	/category/es:grasa-vegetal	
	es:aceite-en-aerosol	/category/es:aceite-en-aerosol	
	fr:Miels de colza	/category/fr:miels-de-colza	
	it:prodottodaforno	/category/it:prodottodaforno	
	es:arroces-bio	/category/es:arroces-bio	
	de:pizzateig	/category/de:pizzateig	
	de:orange-lemonade	/category/de:orange-lemonade	
	es:trocitos-de-frutas	/category/es:trocitos-de-frutas	
	coffee-liqueur	/category/coffee-liqueur	
	de:griessklosschen	/category/de:griessklosschen	
	ro:batoane-de-ciocolata	/category/ro:batoane-de-ciocolata	
	fr:au-lactoserum	/category/fr:au-lactoserum	
	de:gulasch	/category/de:gulasch	
	ru:тунец-филе-в-масле	/category/ru:%D1%82%D1%83%D0%BD%D0%B5%D1%86-%D1%84%D0%B8%D0%BB%D0%B5-%D0%B2-%D0%BC%D0%B0%D1%81%D0%BB%D0%B5	
	juce	/category/juce	
	vi:nước-giải-khat	/category/vi:n%C6%B0%E1%BB%9Bc-gi%E1%BA%A3i-khat	
	ro:paine-feliata	/category/ro:paine-feliata	
	fr:nouvelle-recolte	/category/fr:nouvelle-recolte	
	fr:fromage-brebis-aop	/category/fr:fromage-brebis-aop	
	fr:cafe-moulu-en-capsules	/category/fr:cafe-moulu-en-capsules	
	es:nature-valle	/category/es:nature-valle	
	es:y-semillas	/category/es:y-semillas	
	es:galleta-de-cereales-naturales	/category/es:galleta-de-cereales-naturales	
	es:semillas-y-miel-agave	/category/es:semillas-y-miel-agave	
	es:galleta-con-cereales	/category/es:galleta-con-cereales	
	es:alimento-con-cereales-y-semillas	/category/es:alimento-con-cereales-y-semillas	
	es:caramelo-sabor-a-frutas	/category/es:caramelo-sabor-a-frutas	
	es:barra-de-granola-con-frutas-y-almendras	/category/es:barra-de-granola-con-frutas-y-almendras	
	boissons-alcooliques	/category/boissons-alcooliques	
	fr:barras-de-salvado-de-trigo-con-pasas	/category/fr:barras-de-salvado-de-trigo-con-pasas	
	fr:barras-de-chocolate	/category/fr:barras-de-chocolate	
	ro:iaurt-de-baut	/category/ro:iaurt-de-baut	
	es:jamones	/category/es:jamones	
	fr:ragouts	/category/fr:ragouts	
	fr:papeterie	/category/fr:papeterie	
	es:te-chai	/category/es:te-chai	
	fr:queso-en-rebanadas	/category/fr:queso-en-rebanadas	
	fr:queso-americano	/category/fr:queso-americano	
	nl:zoet-brood-gevuld-met-vruchten-en-noten	/category/nl:zoet-brood-gevuld-met-vruchten-en-noten	
	tafelbier	/category/tafelbier	
	hu:marcipan	/category/hu:marcipan	
	hu:rozskenyer	/category/hu:rozskenyer	
	fr:biere-rouge	/category/fr:biere-rouge	
	fr:poison	/category/fr:poison	
	fr:viande-grille	/category/fr:viande-grille	
	pt:agua-de-nascente	/category/pt:agua-de-nascente	
	fr:billettes-de-riz	/category/fr:billettes-de-riz	
	fr:miels-d-avocatier	/category/fr:miels-d-avocatier	
	vins-californiens	/category/vins-californiens	Q1134713
	es:borden	/category/es:borden	
	narancs-alapu-italok	/category/narancs-alapu-italok	
	fr:gobelets	/category/fr:gobelets	
	hu:izesitett-fűszerso	/category/hu:izesitett-f%C5%B1szerso	
	hu:baberlevel	/category/hu:baberlevel	
	hu:bors-keverek	/category/hu:bors-keverek	
	hu:bors	/category/hu:bors	
	es:rioja	/category/es:rioja	
	es:reserva	/category/es:reserva	
	de:obergarige-biere	/category/de:obergarige-biere	
	hu:repceolaj	/category/hu:repceolaj	
